id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;activo;URL
52438974;DEPARTAMENTO;38500;2023-10-08;PARTICULAR;37.0;36.0;1.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4211985;-64.1819147;True;https://www.zonaprop.com.ar/propiedades/departamento-1-dormitorio-52438974.html
52439476;DEPARTAMENTO;129900;2023-10-03;INMOBILIARIA;80.0;76.0;2.0;2.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4278366;-64.1921212;True;https://www.zonaprop.com.ar/propiedades/-2d-de-diseno-con-asador-propio-pileta-y-52439476.html
52446081;DEPARTAMENTO;165000;2023-10-07;INMOBILIARIA;120.0;114.0;3.0;2.0;1.0;CASONAS DE MANANTIALES;CORDOBA;-31.45670956976307;-64.2371774;True;https://www.zonaprop.com.ar/propiedades/espectacular-propiedad-de-3-dorm.-en-casonas-de-52446081.html
52476389;DEPARTAMENTO;45000;2023-10-16;INMOBILIARIA;42.0;42.0;1.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-32.4309479;-63.2480674;True;https://www.zonaprop.com.ar/propiedades/venta-depto-1-dorm-m-bv.-san-juan-barrio-guemes-52476389.html
52469218;PH;320000;2023-10-10;INMOBILIARIA;573.0;573.0;1.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4220923;-64.1790365;True;https://www.zonaprop.com.ar/propiedades/imperdible-edificio-entero-en-venta-a-m-de-nueva-52469218.html
52495945;CASA;480000;2023-10-15;INMOBILIARIA;800.0;600.0;5.0;-1.0;3.0;VALLE ESCONDIDO;CORDOBA;-31.35949109053956;-64.2794609;True;https://www.zonaprop.com.ar/propiedades/vendo-casa-4-dorm.-mas-play-room-valle-escondido-52495945.html
52475160;TERRENOS;67000;2023-10-14;INMOBILIARIA;1500.0;-1.0;-1.0;-1.0;-1.0;LOTE EN VENTA VALLE DEL GOLF 1500 M2;SANTA MARIA;-31.4813975;-64.4271998;True;https://www.zonaprop.com.ar/propiedades/lote-en-venta-valle-del-golf-1500-m-sup2-52475160.html
52493284;DEPARTAMENTO;57214;2023-10-13;INMOBILIARIA;65.0;59.0;2.0;1.0;-1.0;ALTO ALBERDI;CORDOBA;-31.40625191;-64.22065735;True;https://www.zonaprop.com.ar/propiedades/departamento-2-dorm.-en-venta-alto-alberdi-52493284.html
52441121;CASA;170000;2023-10-03;INMOBILIARIA;180.0;151.0;3.0;2.0;2.0;CANITAS;CORDOBA;-31.4660888225;-64.1887629686;True;https://www.zonaprop.com.ar/propiedades/venta-duplex-3-dor-canitas-52441121.html
52437970;CASA;60000;2023-10-02;INMOBILIARIA;325.0;159.0;4.0;2.0;1.0;PARQUE VELEZ SARSFIELD;CORDOBA;-31.4406513;-64.2068647;True;https://www.zonaprop.com.ar/propiedades/vendo-casa-barrio-parque-velez-sarsfield-exc-entorno-4-52437970.html
52472650;CASA;75000;2023-10-09;INMOBILIARIA;-1.0;-1.0;-1.0;-1.0;-1.0;DOCTA;CORDOBA;-31.382598;-64.1347966;True;https://www.zonaprop.com.ar/propiedades/casa-docta-52472650.html
52473165;CASA;47000;2023-10-09;INMOBILIARIA;149.0;71.0;2.0;1.0;-1.0;CASA DOS DORM. CARRARA DE HORIZONTE REC/VEHICULO;CORDOBA;-31.4542009;-64.25766159999999;True;https://www.zonaprop.com.ar/propiedades/casa-dos-dorm.-carrara-de-horizonte-rec-vehiculo-52473165.html
52458211;CASA;142000;2023-10-05;INMOBILIARIA;408.0;198.0;3.0;2.0;2.0;CASA TRES DORM. PASEO RIVERA - V QUISQUIZACATE **ESPECTACULAR COMO A ESTRENAR* FINANCIACION EN;CORDOBA;-31.3344247;-64.2774073;True;https://www.zonaprop.com.ar/propiedades/casa-tres-dorm.-paseo-rivera-v-quisquizacate-52458211.html
52488023;TERRENOS;169000;2023-10-12;INMOBILIARIA;1500.0;-1.0;-1.0;-1.0;-1.0;SIETE SOLES NATURALEZA URBANA;CORDOBA;-31.43717689999999;-64.3033797;True;https://www.zonaprop.com.ar/propiedades/en-venta-lote-en-heredades-siete-soles-de-1500-m-sup2-52488023.html
52445053;DEPARTAMENTO;39000;2023-10-04;PARTICULAR;40.0;30.0;-1.0;1.0;-1.0;ALBERDI;CORDOBA;-31.41373419999999;-64.199754;True;https://www.zonaprop.com.ar/propiedades/amplio-monoambiente-con-patio-ideal-vivienda-o-renta-52445053.html
52465969;DEPARTAMENTO;87000;2023-10-07;INMOBILIARIA;75.0;71.0;2.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4279412;-64.19063659999999;True;https://www.zonaprop.com.ar/propiedades/oportunidad!-se-escucha-oferta!-52465969.html
52458138;DEPARTAMENTO;310000;2023-10-05;INMOBILIARIA;223.0;223.0;3.0;3.0;-1.0;VILLA BELGRANO;CORDOBA;-31.3658561;-64.2588801;True;https://www.zonaprop.com.ar/propiedades/dpto-alta-gama-zona-norte-a-estrenar-52458138.html
52489392;CASA;93000;2023-10-15;INMOBILIARIA;180.0;109.0;2.0;2.0;2.0;PRADOS DE MANANTIALES;CORDOBA;-31.4750759;-64.2623384;True;https://www.zonaprop.com.ar/propiedades/prados-de-manantiales-2-dorm.-a-estrenar!-52489392.html
52453890;DEPARTAMENTO;40000;2023-10-05;INMOBILIARIA;50.0;50.0;1.0;1.0;-1.0;GENERAL PUEYRREDON;CORDOBA;-31.40124893;-64.16220093;True;https://www.zonaprop.com.ar/propiedades/departamento-de-1-dormitorio-en-pueyrredon-52453890.html
52470734;DEPARTAMENTO;68000;2023-10-09;INMOBILIARIA;58.0;50.0;1.0;1.0;-1.0;GENERAL PAZ;CORDOBA;-31.4156777;-64.166726;True;https://www.zonaprop.com.ar/propiedades/gral-paz-1-dormitorio-c-balcon.-muy-buena-ubicacion-52470734.html
52439472;TERRENOS;219900;2023-10-03;INMOBILIARIA;19.0;-1.0;-1.0;-1.0;-1.0;COLON;CORDOBA;-31.3791924;-64.0539474;True;https://www.zonaprop.com.ar/propiedades/-19-has-camino-a-monte-cristo-apto-canje-52439472.html
52459782;CASA;65000;2023-10-06;INMOBILIARIA;-1.0;80.0;2.0;2.0;-1.0;RESERVA TAJAMAR;ALTA GRACIA;-31.6240357;-64.4345962;True;https://www.zonaprop.com.ar/propiedades/casa-de-alta-calidad-barrio-reserva-tajamar-52459782.html
52432986;DEPARTAMENTO;29000;2023-10-07;INMOBILIARIA;32.0;32.0;1.0;1.0;-1.0;ALBERDI;CORDOBA;-31.4110611;-64.1969735;True;https://www.zonaprop.com.ar/propiedades/departamento-en-venta-cordoba-capital-52432986.html
52445119;CASA;150000;2023-10-03;INMOBILIARIA;560.0;305.0;5.0;4.0;2.0;SAN SALVADOR;CORDOBA;-31.4035199;-64.23369749999999;True;https://www.zonaprop.com.ar/propiedades/venta-casa-b-san-salvador-cangaye-217-2-inmuebles-en-52445119.html
52493850;CASA;57000;2023-10-15;INMOBILIARIA;637.0;91.0;2.0;1.0;1.0;CASA EN LA FALDA EXCELENTE OPORTUNIDAD;LA FALDA;-31.1004525;-64.4881334;True;https://www.zonaprop.com.ar/propiedades/casa-en-la-falda-excelente-oportunidad-52493850.html
52439473;TERRENOS;259900;2023-10-03;INMOBILIARIA;250000.0;-1.0;-1.0;-1.0;-1.0;COLON;CORDOBA;-31.3791924;-64.0539474;True;https://www.zonaprop.com.ar/propiedades/25-has-camino-a-monte-cristo-apto-canje-52439473.html
52458411;DEPARTAMENTO;108000;2023-10-06;INMOBILIARIA;-1.0;65.0;2.0;1.0;-1.0;DPTO NUEVA CBA PUEYRREDON 85 PISO 13;CORDOBA;-31.4272761;-64.1899482;True;https://www.zonaprop.com.ar/propiedades/dpto-nueva-cba-pueyrredon-85-piso-13-52458411.html
52475626;DEPARTAMENTO;30500;2023-10-12;PARTICULAR;30.0;30.0;-1.0;1.0;-1.0;CENTRO;CORDOBA;-31.4187051;-64.1886335;True;https://www.zonaprop.com.ar/propiedades/vendo-monoambiente-centro-cba!a-1-cuadra-del-patio-52475626.html
52436370;DEPARTAMENTO;230000;2023-10-03;INMOBILIARIA;90.0;90.0;2.0;2.0;1.0;NUEVA CORDOBA;CORDOBA;-31.425989;-64.1796801;True;https://www.zonaprop.com.ar/propiedades/departamento-en-venta-en-cordoba-52436370.html
52485086;DEPARTAMENTO;210000;2023-10-12;INMOBILIARIA;180.0;160.0;3.0;3.0;-1.0;GREENVILLE II;CORDOBA;-31.4842564;-64.1692032999999;True;https://www.zonaprop.com.ar/propiedades/green-ville-2-duplex-en-venta-totalmente-amoblado-52485086.html
52474092;DEPARTAMENTO;69000;2023-10-10;INMOBILIARIA;43.0;43.0;1.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4226131;-64.1825846;True;https://www.zonaprop.com.ar/propiedades/chacabuco-462-1-dormitorio-con-balcon-en-centro-52474092.html
52446111;DEPARTAMENTO;131000;2023-10-04;INMOBILIARIA;180.0;139.0;3.0;3.0;1.0;DISTRITO SUR;CORDOBA;-31.50032525555371;-64.1894579;True;https://www.zonaprop.com.ar/propiedades/hermosos-duplex-en-venta-en-distrito-sur-3-dorm.-52446111.html
52437659;CASA;250000;2023-10-03;INMOBILIARIA;800.0;249.0;2.0;3.0;-1.0;CAMPINA DEL SUR;CORDOBA;-31.48814220224466;-64.1821968;True;https://www.zonaprop.com.ar/propiedades/villa-eucaristica-casa-en-venta-planta-baja-800-52437659.html
52474989;DEPARTAMENTO;34500;2023-10-10;INMOBILIARIA;23.0;23.0;1.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4245996;-64.1800643;True;https://www.zonaprop.com.ar/propiedades/parana-555-departamento-1-dormitorio-nueva-cordoba-52474989.html
52458175;CASA;120000;2023-10-05;INMOBILIARIA;250.0;105.0;3.0;2.0;-1.0;DOCTA;CORDOBA;-31.440534;-64.1648602;True;https://www.zonaprop.com.ar/propiedades/docta-3-dorm.-escritura-ubicacion-inmejorable!-52458175.html
52472644;DEPARTAMENTO;48500;2023-10-11;INMOBILIARIA;-1.0;-1.0;-1.0;-1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4297236;-64.1906877;True;https://www.zonaprop.com.ar/propiedades/departamento-nueva-cordoba-52472644.html
52446059;CASA;270000;2023-10-04;INMOBILIARIA;70000.0;-1.0;2.0;2.0;2.0;CASA QUINTA RUSTICA DE 7 HAS;MARCOS JUAREZ;-33.0107882;-61.8266424;True;https://www.zonaprop.com.ar/propiedades/casa-quinta-rustica-de-7-has-52446059.html
52452385;CASA;45000;2023-10-05;INMOBILIARIA;315.0;240.0;2.0;2.0;1.0;ARGUELLO;CORDOBA;-31.32884249999999;-64.26915629999999;True;https://www.zonaprop.com.ar/propiedades/oport!-casa-dpto-arguello-100-m-de-donato-alvarez-52452385.html
52434138;DEPARTAMENTO;110000;2023-10-02;INMOBILIARIA;122.0;92.0;2.0;3.0;-1.0;ALBERDI;CORDOBA;-31.4066554;-64.2025928;True;https://www.zonaprop.com.ar/propiedades/alberdi-depto-amplio-y-luminoso-2-dor-balcon-52434138.html
52494442;DEPARTAMENTO;62000;2023-10-15;INMOBILIARIA;-1.0;-1.0;-1.0;-1.0;-1.0;GENERAL PAZ;CORDOBA;-31.4128695;-64.1664613;True;https://www.zonaprop.com.ar/propiedades/departamento-general-paz-52494442.html
52458413;DEPARTAMENTO;35000;2023-10-06;INMOBILIARIA;-1.0;50.0;-1.0;1.0;-1.0;SAN VICENTE;CORDOBA;-31.42441609999999;-64.1621725;True;https://www.zonaprop.com.ar/propiedades/departamento-amoblado-san-vicente-52458413.html
52471765;CASA;270000;2023-10-09;INMOBILIARIA;1500.0;200.0;3.0;2.0;1.0;VILLA ALLENDE GOLF;VILLA ALLENDE;-31.286151299553925;-64.28735169762268;True;https://www.zonaprop.com.ar/propiedades/venta-casa-a-estrenar-villa-allende-3-dorm.-52471765.html
52436870;DEPARTAMENTO;70000;2023-10-02;INMOBILIARIA;85.0;85.0;2.0;1.0;1.0;LAS PALMAS;CORDOBA;-31.401175;-64.2496972;True;https://www.zonaprop.com.ar/propiedades/departamento-en-venta-cordoba-52436870.html
52445593;CASA;80000;2023-10-04;INMOBILIARIA;250.0;76.0;3.0;1.0;-1.0;SOL Y RIO;VILLA CARLOS PAZ;-31.4121404;-64.4862452;True;https://www.zonaprop.com.ar/propiedades/casa-en-venta-tipo-ph-3-dorm.-sol-y-lago-villa-52445593.html
52454246;DEPARTAMENTO;60000;2023-10-05;INMOBILIARIA;950.0;43.0;1.0;1.0;1.0;SANTA RITA DEL LAGO;VILLA CARLOS PAZ;-31.4043203;-64.476407;True;https://www.zonaprop.com.ar/propiedades/venta-barrio-santa-rira-departamento-1-dormitorio-52454246.html
52456722;CASA;230000;2023-10-05;INMOBILIARIA;525.0;225.0;3.0;3.0;2.0;LAS CANITAS BARRIO PRIVADO;SANTA MARIA;-31.4609319;-64.3517688;True;https://www.zonaprop.com.ar/propiedades/las-canitas-casa-de-categoria-a-estrenar-52456722.html
52457857;DEPARTAMENTO;87000;2023-10-05;INMOBILIARIA;75.0;60.0;2.0;2.0;-1.0;GENERAL PAZ;CORDOBA;-31.41159058;-64.16265869;True;https://www.zonaprop.com.ar/propiedades/b-gral.-paz-2d.-2b.-s-lima-1600-c-balcon-y-asador-52457857.html
52449648;CASA;380000;2023-10-04;INMOBILIARIA;1194.0;308.0;3.0;2.0;2.0;LA DESEADA COUNTRY;LA CALERA;-31.35559499999999;-64.3227122;True;https://www.zonaprop.com.ar/propiedades/vendo-casa-en-la-deseada-3-dorm.-52449648.html
52439476;DEPARTAMENTO;129900;2023-10-03;INMOBILIARIA;80.0;76.0;2.0;2.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4278366;-64.1921212;True;https://www.zonaprop.com.ar/propiedades/-2d-de-diseno-con-asador-propio-pileta-y-52439476.html
52441345;DEPARTAMENTO;58000;2023-10-03;INMOBILIARIA;-1.0;-1.0;2.0;1.0;-1.0;JUNIORS;CORDOBA;-31.41567417638066;-64.1620029;True;https://www.zonaprop.com.ar/propiedades/depto-2-dor-cochera-barrio-juniors-52441345.html
52446290;TERRENOS;35000;2023-10-04;INMOBILIARIA;1272.0;-1.0;-1.0;-1.0;-1.0;TIERRALTA COMARCA SERRANA;MALAGUENO;-31.42731965513878;-64.4496039;True;https://www.zonaprop.com.ar/propiedades/lote-en-tierra-alta-camino-carlos-paz-52446290.html
52494426;CASA;239999;2023-10-16;INMOBILIARIA;1250.0;360.0;3.0;3.0;2.0;LA ARBOLADA;MALAGUENO;-31.4609319;-64.3517688;True;https://www.zonaprop.com.ar/propiedades/venta-casa-country-la-arbolada-hollywood-52494426.html
52432965;CASA;86000;2023-10-06;INMOBILIARIA;156.0;97.0;2.0;1.0;2.0;LAS ROSAS;CORDOBA;-31.38987732;-64.22933197;True;https://www.zonaprop.com.ar/propiedades/duplex-en-barrio-las-rosas-52432965.html
52458413;DEPARTAMENTO;35000;2023-10-06;INMOBILIARIA;-1.0;50.0;-1.0;1.0;-1.0;SAN VICENTE;CORDOBA;-31.42441609999999;-64.1621725;True;https://www.zonaprop.com.ar/propiedades/departamento-amoblado-san-vicente-52458413.html
52491356;CASA;55000;2023-10-15;INMOBILIARIA;140.0;140.0;2.0;2.0;1.0;MAIPU;CORDOBA;-31.4379084;-64.161514;True;https://www.zonaprop.com.ar/propiedades/a-reciclar-posesion-inmediata-2-dorm.-cochera-52491356.html
52445119;CASA;150000;2023-10-03;INMOBILIARIA;560.0;305.0;5.0;4.0;2.0;SAN SALVADOR;CORDOBA;-31.4035199;-64.23369749999999;True;https://www.zonaprop.com.ar/propiedades/venta-casa-b-san-salvador-cangaye-217-2-inmuebles-en-52445119.html
52462300;DEPARTAMENTO;50000;2023-10-06;INMOBILIARIA;35.0;35.0;1.0;1.0;-1.0;NUEVA CORDOBA;CORDOBA;-31.4219851;-64.182738;True;https://www.zonaprop.com.ar/propiedades/venta-nueva-cordoba-1-dormitorio-52462300.html
52482980;DEPARTAMENTO;15000;2023-10-14;INMOBILIARIA;40.0;40.0;1.0;1.0;-1.0;LOMAS DE SAN MARTIN;CORDOBA;-31.38153458;-64.20340729;True;https://www.zonaprop.com.ar/propiedades/departamento-en-venta-lomas-de-san-martin-52482980.html
52482068;CASA;94500;2023-10-17;INMOBILIARIA;180.0;100.0;2.0;2.0;2.0;DOCTA;CORDOBA;-31.456653964;-64.309842511;True;https://www.zonaprop.com.ar/propiedades/duplex-en-venta-docta-2-dorm.-52482068.html
52462276;CASA;163000;2023-10-10;INMOBILIARIA;400.0;150.0;3.0;3.0;1.0;GRANJA DE FUNES;CORDOBA;-31.3500219;-64.2427408;True;https://www.zonaprop.com.ar/propiedades/casa-en-venta-en-barrio-cerrado-en-granja-de-funes-52462276.html
